raceId,resultId,driverId,constructorId,year,round,name_mer3,nationality,circuitRef,driverRef,constructorRef,country,alt,date,dob,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,grid,race_finish_pos,points_awarded,points_driver,championship_pos,cum_wins,status,driver_age,home_race,points_before_race,wins,predicted_win
1052,24966,1,131,2021,1,Bahrain Grand Prix,British,bahrain,hamilton,mercedes,Bahrain,7,2021-03-28,1985-01-07,1,0,0,0,0,2,1,25.0,25.0,1.0,1.0,Finished,36.2,0,0.0,1,1
1052,24967,830,9,2021,1,Bahrain Grand Prix,Dutch,bahrain,max_verstappen,red_bull,Bahrain,7,2021-03-28,1997-09-30,1,0,0,0,0,1,2,18.0,18.0,2.0,0.0,Finished,23.5,0,0.0,0,0
1052,24968,822,131,2021,1,Bahrain Grand Prix,Finnish,bahrain,bottas,mercedes,Bahrain,7,2021-03-28,1989-08-28,1,0,0,0,0,3,3,16.0,16.0,3.0,0.0,Finished,31.6,0,0.0,0,0
1052,24969,846,1,2021,1,Bahrain Grand Prix,British,bahrain,norris,mclaren,Bahrain,7,2021-03-28,1999-11-13,1,0,0,0,0,7,4,12.0,12.0,4.0,0.0,Finished,21.4,0,0.0,0,0
1052,24970,815,9,2021,1,Bahrain Grand Prix,Mexican,bahrain,perez,red_bull,Bahrain,7,2021-03-28,1990-01-26,1,0,0,0,0,0,5,10.0,10.0,5.0,0.0,Finished,31.2,0,0.0,0,0
1052,24971,844,6,2021,1,Bahrain Grand Prix,Monegasque,bahrain,leclerc,ferrari,Bahrain,7,2021-03-28,1997-10-16,1,0,0,0,0,4,6,8.0,8.0,6.0,0.0,Finished,23.4,0,0.0,0,0
1052,24972,817,1,2021,1,Bahrain Grand Prix,Australian,bahrain,ricciardo,mclaren,Bahrain,7,2021-03-28,1989-07-01,1,0,0,0,0,6,7,6.0,6.0,7.0,0.0,Finished,31.7,0,0.0,0,0
1052,24973,832,6,2021,1,Bahrain Grand Prix,Spanish,bahrain,sainz,ferrari,Bahrain,7,2021-03-28,1994-09-01,1,0,0,0,0,8,8,4.0,4.0,8.0,0.0,Finished,26.6,0,0.0,0,0
1052,24974,852,213,2021,1,Bahrain Grand Prix,Japanese,bahrain,tsunoda,alphatauri,Bahrain,7,2021-03-28,2000-05-11,1,0,0,0,0,13,9,2.0,2.0,9.0,0.0,Finished,20.9,0,0.0,0,0
1052,24975,840,117,2021,1,Bahrain Grand Prix,Canadian,bahrain,stroll,aston_martin,Bahrain,7,2021-03-28,1998-10-29,1,0,0,0,0,10,10,1.0,1.0,10.0,0.0,Finished,22.4,0,0.0,0,0
1052,24976,8,51,2021,1,Bahrain Grand Prix,Finnish,bahrain,raikkonen,alfa,Bahrain,7,2021-03-28,1979-10-17,1,0,0,0,0,14,11,0.0,0.0,11.0,0.0,Finished,41.4,0,0.0,0,0
1052,24977,841,51,2021,1,Bahrain Grand Prix,Italian,bahrain,giovinazzi,alfa,Bahrain,7,2021-03-28,1993-12-14,1,0,0,0,0,12,12,0.0,0.0,12.0,0.0,Finished,27.3,0,0.0,0,0
1052,24978,839,214,2021,1,Bahrain Grand Prix,French,bahrain,ocon,alpine,Bahrain,7,2021-03-28,1996-09-17,1,0,0,0,0,16,13,0.0,0.0,13.0,0.0,Finished,24.5,0,0.0,0,0
1052,24979,847,3,2021,1,Bahrain Grand Prix,British,bahrain,russell,williams,Bahrain,7,2021-03-28,1998-02-15,1,0,0,0,0,15,14,0.0,0.0,14.0,0.0,Finished,23.1,0,0.0,0,0
1052,24980,20,117,2021,1,Bahrain Grand Prix,German,bahrain,vettel,aston_martin,Bahrain,7,2021-03-28,1987-07-03,1,0,0,0,0,20,15,0.0,0.0,15.0,0.0,Finished,33.7,0,0.0,0,0
1052,24981,854,210,2021,1,Bahrain Grand Prix,German,bahrain,mick_schumacher,haas,Bahrain,7,2021-03-28,1999-03-22,1,0,0,0,0,18,16,0.0,0.0,16.0,0.0,Finished,22.0,0,0.0,0,0
1052,24982,842,213,2021,1,Bahrain Grand Prix,French,bahrain,gasly,alphatauri,Bahrain,7,2021-03-28,1996-02-07,1,0,0,0,0,5,17,0.0,0.0,17.0,0.0,Retired,25.1,0,0.0,0,0
1052,24983,849,3,2021,1,Bahrain Grand Prix,Canadian,bahrain,latifi,williams,Bahrain,7,2021-03-28,1995-06-29,1,0,0,0,0,17,18,0.0,0.0,18.0,0.0,Retired,25.7,0,0.0,0,0
1052,24984,4,214,2021,1,Bahrain Grand Prix,Spanish,bahrain,alonso,alpine,Bahrain,7,2021-03-28,1981-07-29,1,0,0,0,0,9,0,0.0,0.0,19.0,0.0,Brakes,39.7,0,0.0,0,0
1052,24985,853,210,2021,1,Bahrain Grand Prix,Russian,bahrain,mazepin,haas,Bahrain,7,2021-03-28,1999-03-02,1,0,0,0,0,19,0,0.0,0.0,20.0,0.0,Accident,22.1,0,0.0,0,0
1053,24986,830,9,2021,2,Emilia Romagna Grand Prix,Dutch,imola,max_verstappen,red_bull,Italy,37,2021-04-18,1997-09-30,0,0,1,1,0,3,1,25.0,43.0,2.0,1.0,Finished,23.5,0,18.0,1,0
1053,24987,1,131,2021,2,Emilia Romagna Grand Prix,British,imola,hamilton,mercedes,Italy,37,2021-04-18,1985-01-07,0,0,1,1,0,1,2,19.0,44.0,1.0,1.0,Finished,36.3,0,25.0,0,1
1053,24988,846,1,2021,2,Emilia Romagna Grand Prix,British,imola,norris,mclaren,Italy,37,2021-04-18,1999-11-13,0,0,1,1,0,7,3,15.0,27.0,3.0,0.0,Finished,21.4,0,12.0,0,0
1053,24989,844,6,2021,2,Emilia Romagna Grand Prix,Monegasque,imola,leclerc,ferrari,Italy,37,2021-04-18,1997-10-16,0,0,1,1,0,4,4,12.0,20.0,4.0,0.0,Finished,23.5,0,8.0,0,0
1053,24990,832,6,2021,2,Emilia Romagna Grand Prix,Spanish,imola,sainz,ferrari,Italy,37,2021-04-18,1994-09-01,0,0,1,1,0,11,5,10.0,14.0,6.0,0.0,Finished,26.6,0,4.0,0,0
1053,24991,817,1,2021,2,Emilia Romagna Grand Prix,Australian,imola,ricciardo,mclaren,Italy,37,2021-04-18,1989-07-01,0,0,1,1,0,6,6,8.0,14.0,7.0,0.0,Finished,31.8,0,6.0,0,0
1053,24992,842,213,2021,2,Emilia Romagna Grand Prix,French,imola,gasly,alphatauri,Italy,37,2021-04-18,1996-02-07,0,0,1,1,0,5,7,6.0,6.0,9.0,0.0,Finished,25.2,0,0.0,0,0
1053,24993,840,117,2021,2,Emilia Romagna Grand Prix,Canadian,imola,stroll,aston_martin,Italy,37,2021-04-18,1998-10-29,0,0,1,1,0,10,8,4.0,5.0,10.0,0.0,Finished,22.5,0,1.0,0,0
1053,24994,839,214,2021,2,Emilia Romagna Grand Prix,French,imola,ocon,alpine,Italy,37,2021-04-18,1996-09-17,0,0,1,1,0,9,9,2.0,2.0,12.0,0.0,Finished,24.6,0,0.0,0,0
1053,24995,4,214,2021,2,Emilia Romagna Grand Prix,Spanish,imola,alonso,alpine,Italy,37,2021-04-18,1981-07-29,0,0,1,1,0,15,10,1.0,1.0,13.0,0.0,Finished,39.7,0,0.0,0,0
1053,24996,815,9,2021,2,Emilia Romagna Grand Prix,Mexican,imola,perez,red_bull,Italy,37,2021-04-18,1990-01-26,0,0,1,1,0,2,11,0.0,10.0,8.0,0.0,Finished,31.2,0,10.0,0,0
1053,24997,852,213,2021,2,Emilia Romagna Grand Prix,Japanese,imola,tsunoda,alphatauri,Italy,37,2021-04-18,2000-05-11,0,0,1,1,0,20,12,0.0,2.0,11.0,0.0,Finished,20.9,0,2.0,0,0
1053,24998,8,51,2021,2,Emilia Romagna Grand Prix,Finnish,imola,raikkonen,alfa,Italy,37,2021-04-18,1979-10-17,0,0,1,1,0,16,13,0.0,0.0,14.0,0.0,Finished,41.5,0,0.0,0,0
1053,24999,841,51,2021,2,Emilia Romagna Grand Prix,Italian,imola,giovinazzi,alfa,Italy,37,2021-04-18,1993-12-14,0,0,1,1,0,17,14,0.0,0.0,15.0,0.0,Finished,27.3,1,0.0,0,0
1053,25000,20,117,2021,2,Emilia Romagna Grand Prix,German,imola,vettel,aston_martin,Italy,37,2021-04-18,1987-07-03,0,0,1,1,0,0,15,0.0,0.0,17.0,0.0,Gearbox,33.8,0,0.0,0,0
1053,25001,854,210,2021,2,Emilia Romagna Grand Prix,German,imola,mick_schumacher,haas,Italy,37,2021-04-18,1999-03-22,0,0,1,1,0,18,16,0.0,0.0,18.0,0.0,Finished,22.1,0,0.0,0,0
1053,25002,853,210,2021,2,Emilia Romagna Grand Prix,Russian,imola,mazepin,haas,Italy,37,2021-04-18,1999-03-02,0,0,1,1,0,19,17,0.0,0.0,19.0,0.0,Finished,22.1,0,0.0,0,0
1053,25003,822,131,2021,2,Emilia Romagna Grand Prix,Finnish,imola,bottas,mercedes,Italy,37,2021-04-18,1989-08-28,0,0,1,1,0,8,0,0.0,16.0,5.0,0.0,Collision,31.6,0,16.0,0,0
1053,25004,847,3,2021,2,Emilia Romagna Grand Prix,British,imola,russell,williams,Italy,37,2021-04-18,1998-02-15,0,0,1,1,0,12,0,0.0,0.0,16.0,0.0,Collision,23.2,0,0.0,0,0
1053,25005,849,3,2021,2,Emilia Romagna Grand Prix,Canadian,imola,latifi,williams,Italy,37,2021-04-18,1995-06-29,0,0,1,1,0,14,0,0.0,0.0,20.0,0.0,Collision,25.8,0,0.0,0,0
1054,25006,1,131,2021,3,Portuguese Grand Prix,British,portimao,hamilton,mercedes,Portugal,108,2021-05-02,1985-01-07,0,0,0,0,0,2,1,25.0,69.0,1.0,2.0,Finished,36.3,0,44.0,1,1
1054,25007,830,9,2021,3,Portuguese Grand Prix,Dutch,portimao,max_verstappen,red_bull,Portugal,108,2021-05-02,1997-09-30,0,0,0,0,0,3,2,18.0,61.0,2.0,1.0,Finished,23.6,0,43.0,0,0
1054,25008,822,131,2021,3,Portuguese Grand Prix,Finnish,portimao,bottas,mercedes,Portugal,108,2021-05-02,1989-08-28,0,0,0,0,0,1,3,16.0,32.0,4.0,0.0,Finished,31.7,0,16.0,0,0
1054,25009,815,9,2021,3,Portuguese Grand Prix,Mexican,portimao,perez,red_bull,Portugal,108,2021-05-02,1990-01-26,0,0,0,0,0,4,4,12.0,22.0,6.0,0.0,Finished,31.3,0,10.0,0,0
1054,25010,846,1,2021,3,Portuguese Grand Prix,British,portimao,norris,mclaren,Portugal,108,2021-05-02,1999-11-13,0,0,0,0,0,7,5,10.0,37.0,3.0,0.0,Finished,21.5,0,27.0,0,0
1054,25011,844,6,2021,3,Portuguese Grand Prix,Monegasque,portimao,leclerc,ferrari,Portugal,108,2021-05-02,1997-10-16,0,0,0,0,0,8,6,8.0,28.0,5.0,0.0,Finished,23.5,0,20.0,0,0
1054,25012,839,214,2021,3,Portuguese Grand Prix,French,portimao,ocon,alpine,Portugal,108,2021-05-02,1996-09-17,0,0,0,0,0,6,7,6.0,8.0,9.0,0.0,Finished,24.6,0,2.0,0,0
1054,25013,4,214,2021,3,Portuguese Grand Prix,Spanish,portimao,alonso,alpine,Portugal,108,2021-05-02,1981-07-29,0,0,0,0,0,13,8,4.0,5.0,12.0,0.0,Finished,39.8,0,1.0,0,0
1054,25014,817,1,2021,3,Portuguese Grand Prix,Australian,portimao,ricciardo,mclaren,Portugal,108,2021-05-02,1989-07-01,0,0,0,0,0,16,9,2.0,16.0,7.0,0.0,Finished,31.8,0,14.0,0,0
1054,25015,842,213,2021,3,Portuguese Grand Prix,French,portimao,gasly,alphatauri,Portugal,108,2021-05-02,1996-02-07,0,0,0,0,0,9,10,1.0,7.0,10.0,0.0,Finished,25.2,0,6.0,0,0
1054,25016,832,6,2021,3,Portuguese Grand Prix,Spanish,portimao,sainz,ferrari,Portugal,108,2021-05-02,1994-09-01,0,0,0,0,0,5,11,0.0,14.0,8.0,0.0,Finished,26.7,0,14.0,0,0
1054,25017,841,51,2021,3,Portuguese Grand Prix,Italian,portimao,giovinazzi,alfa,Portugal,108,2021-05-02,1993-12-14,0,0,0,0,0,12,12,0.0,0.0,15.0,0.0,Finished,27.4,0,0.0,0,0
1054,25018,20,117,2021,3,Portuguese Grand Prix,German,portimao,vettel,aston_martin,Portugal,108,2021-05-02,1987-07-03,0,0,0,0,0,10,13,0.0,0.0,16.0,0.0,Finished,33.8,0,0.0,0,0
1054,25019,840,117,2021,3,Portuguese Grand Prix,Canadian,portimao,stroll,aston_martin,Portugal,108,2021-05-02,1998-10-29,0,0,0,0,0,17,14,0.0,5.0,11.0,0.0,Finished,22.5,0,5.0,0,0
1054,25020,852,213,2021,3,Portuguese Grand Prix,Japanese,portimao,tsunoda,alphatauri,Portugal,108,2021-05-02,2000-05-11,0,0,0,0,0,14,15,0.0,2.0,13.0,0.0,Finished,21.0,0,2.0,0,0
1054,25021,847,3,2021,3,Portuguese Grand Prix,British,portimao,russell,williams,Portugal,108,2021-05-02,1998-02-15,0,0,0,0,0,11,16,0.0,0.0,17.0,0.0,Finished,23.2,0,0.0,0,0
1054,25022,854,210,2021,3,Portuguese Grand Prix,German,portimao,mick_schumacher,haas,Portugal,108,2021-05-02,1999-03-22,0,0,0,0,0,19,17,0.0,0.0,18.0,0.0,Finished,22.1,0,0.0,0,0
1054,25023,849,3,2021,3,Portuguese Grand Prix,Canadian,portimao,latifi,williams,Portugal,108,2021-05-02,1995-06-29,0,0,0,0,0,18,18,0.0,0.0,20.0,0.0,Finished,25.8,0,0.0,0,0
1054,25024,853,210,2021,3,Portuguese Grand Prix,Russian,portimao,mazepin,haas,Portugal,108,2021-05-02,1999-03-02,0,0,0,0,0,20,19,0.0,0.0,19.0,0.0,Finished,22.2,0,0.0,0,0
1054,25025,8,51,2021,3,Portuguese Grand Prix,Finnish,portimao,raikkonen,alfa,Portugal,108,2021-05-02,1979-10-17,0,0,0,0,0,15,0,0.0,0.0,14.0,0.0,Collision damage,41.5,0,0.0,0,0
1055,25026,1,131,2021,4,Spanish Grand Prix,British,catalunya,hamilton,mercedes,Spain,109,2021-05-09,1985-01-07,0,0,0,0,1,1,1,25.0,94.0,1.0,3.0,Finished,36.3,0,69.0,1,1
1055,25027,830,9,2021,4,Spanish Grand Prix,Dutch,catalunya,max_verstappen,red_bull,Spain,109,2021-05-09,1997-09-30,0,0,0,0,1,2,2,19.0,80.0,2.0,1.0,Finished,23.6,0,61.0,0,0
1055,25028,822,131,2021,4,Spanish Grand Prix,Finnish,catalunya,bottas,mercedes,Spain,109,2021-05-09,1989-08-28,0,0,0,0,1,3,3,15.0,47.0,3.0,0.0,Finished,31.7,0,32.0,0,0
1055,25029,844,6,2021,4,Spanish Grand Prix,Monegasque,catalunya,leclerc,ferrari,Spain,109,2021-05-09,1997-10-16,0,0,0,0,1,4,4,12.0,40.0,5.0,0.0,Finished,23.6,0,28.0,0,0
1055,25030,815,9,2021,4,Spanish Grand Prix,Mexican,catalunya,perez,red_bull,Spain,109,2021-05-09,1990-01-26,0,0,0,0,1,8,5,10.0,32.0,6.0,0.0,Finished,31.3,0,22.0,0,0
1055,25031,817,1,2021,4,Spanish Grand Prix,Australian,catalunya,ricciardo,mclaren,Spain,109,2021-05-09,1989-07-01,0,0,0,0,1,7,6,8.0,24.0,7.0,0.0,Finished,31.9,0,16.0,0,0
1055,25032,832,6,2021,4,Spanish Grand Prix,Spanish,catalunya,sainz,ferrari,Spain,109,2021-05-09,1994-09-01,0,0,0,0,1,6,7,6.0,20.0,8.0,0.0,Finished,26.7,1,14.0,0,0
1055,25033,846,1,2021,4,Spanish Grand Prix,British,catalunya,norris,mclaren,Spain,109,2021-05-09,1999-11-13,0,0,0,0,1,9,8,4.0,41.0,4.0,0.0,Finished,21.5,0,37.0,0,0
1055,25034,839,214,2021,4,Spanish Grand Prix,French,catalunya,ocon,alpine,Spain,109,2021-05-09,1996-09-17,0,0,0,0,1,5,9,2.0,10.0,9.0,0.0,Finished,24.6,0,8.0,0,0
1055,25035,842,213,2021,4,Spanish Grand Prix,French,catalunya,gasly,alphatauri,Spain,109,2021-05-09,1996-02-07,0,0,0,0,1,12,10,1.0,8.0,10.0,0.0,Finished,25.3,0,7.0,0,0
1055,25036,840,117,2021,4,Spanish Grand Prix,Canadian,catalunya,stroll,aston_martin,Spain,109,2021-05-09,1998-10-29,0,0,0,0,1,11,11,0.0,5.0,11.0,0.0,Finished,22.5,0,5.0,0,0
1055,25037,8,51,2021,4,Spanish Grand Prix,Finnish,catalunya,raikkonen,alfa,Spain,109,2021-05-09,1979-10-17,0,0,0,0,1,17,12,0.0,0.0,14.0,0.0,Finished,41.6,0,0.0,0,0
1055,25038,20,117,2021,4,Spanish Grand Prix,German,catalunya,vettel,aston_martin,Spain,109,2021-05-09,1987-07-03,0,0,0,0,1,13,13,0.0,0.0,16.0,0.0,Finished,33.9,0,0.0,0,0
1055,25039,847,3,2021,4,Spanish Grand Prix,British,catalunya,russell,williams,Spain,109,2021-05-09,1998-02-15,0,0,0,0,1,15,14,0.0,0.0,17.0,0.0,Finished,23.2,0,0.0,0,0
1055,25040,841,51,2021,4,Spanish Grand Prix,Italian,catalunya,giovinazzi,alfa,Spain,109,2021-05-09,1993-12-14,0,0,0,0,1,14,15,0.0,0.0,15.0,0.0,Finished,27.4,0,0.0,0,0
1055,25041,849,3,2021,4,Spanish Grand Prix,Canadian,catalunya,latifi,williams,Spain,109,2021-05-09,1995-06-29,0,0,0,0,1,19,16,0.0,0.0,19.0,0.0,Finished,25.9,0,0.0,0,0
1055,25042,4,214,2021,4,Spanish Grand Prix,Spanish,catalunya,alonso,alpine,Spain,109,2021-05-09,1981-07-29,0,0,0,0,1,10,17,0.0,5.0,12.0,0.0,Finished,39.8,1,5.0,0,0
1055,25043,854,210,2021,4,Spanish Grand Prix,German,catalunya,mick_schumacher,haas,Spain,109,2021-05-09,1999-03-22,0,0,0,0,1,18,18,0.0,0.0,18.0,0.0,Finished,22.1,0,0.0,0,0
1055,25044,853,210,2021,4,Spanish Grand Prix,Russian,catalunya,mazepin,haas,Spain,109,2021-05-09,1999-03-02,0,0,0,0,1,20,19,0.0,0.0,20.0,0.0,Finished,22.2,0,0.0,0,0
1055,25045,852,213,2021,4,Spanish Grand Prix,Japanese,catalunya,tsunoda,alphatauri,Spain,109,2021-05-09,2000-05-11,0,0,0,0,1,16,0,0.0,2.0,13.0,0.0,Electrical,21.0,0,2.0,0,0
1056,25047,832,6,2021,5,Monaco Grand Prix,Spanish,monaco,sainz,ferrari,Monaco,7,2021-05-23,1994-09-01,1,0,0,0,0,4,2,18.0,38.0,7.0,0.0,Finished,26.7,0,20.0,0,0
1056,25046,830,9,2021,5,Monaco Grand Prix,Dutch,monaco,max_verstappen,red_bull,Monaco,7,2021-05-23,1997-09-30,1,0,0,0,0,2,1,25.0,105.0,1.0,2.0,Finished,23.6,0,80.0,1,0
1056,25048,846,1,2021,5,Monaco Grand Prix,British,monaco,norris,mclaren,Monaco,7,2021-05-23,1999-11-13,1,0,0,0,0,5,3,15.0,56.0,3.0,0.0,Finished,21.5,0,41.0,0,0
1056,25049,815,9,2021,5,Monaco Grand Prix,Mexican,monaco,perez,red_bull,Monaco,7,2021-05-23,1990-01-26,1,0,0,0,0,9,4,12.0,44.0,5.0,0.0,Finished,31.3,0,32.0,0,0
1056,25050,20,117,2021,5,Monaco Grand Prix,German,monaco,vettel,aston_martin,Monaco,7,2021-05-23,1987-07-03,1,0,0,0,0,8,5,10.0,10.0,11.0,0.0,Finished,33.9,0,0.0,0,0
1056,25051,842,213,2021,5,Monaco Grand Prix,French,monaco,gasly,alphatauri,Monaco,7,2021-05-23,1996-02-07,1,0,0,0,0,6,6,8.0,16.0,9.0,0.0,Finished,25.3,0,8.0,0,0
1056,25052,1,131,2021,5,Monaco Grand Prix,British,monaco,hamilton,mercedes,Monaco,7,2021-05-23,1985-01-07,1,0,0,0,0,7,7,7.0,101.0,2.0,3.0,Finished,36.4,0,94.0,0,0
1056,25053,840,117,2021,5,Monaco Grand Prix,Canadian,monaco,stroll,aston_martin,Monaco,7,2021-05-23,1998-10-29,1,0,0,0,0,13,8,4.0,9.0,12.0,0.0,Finished,22.6,0,5.0,0,0
1056,25054,839,214,2021,5,Monaco Grand Prix,French,monaco,ocon,alpine,Monaco,7,2021-05-23,1996-09-17,1,0,0,0,0,11,9,2.0,12.0,10.0,0.0,Finished,24.7,0,10.0,0,0
1056,25055,841,51,2021,5,Monaco Grand Prix,Italian,monaco,giovinazzi,alfa,Monaco,7,2021-05-23,1993-12-14,1,0,0,0,0,10,10,1.0,1.0,15.0,0.0,Finished,27.4,0,0.0,0,0
1056,25056,8,51,2021,5,Monaco Grand Prix,Finnish,monaco,raikkonen,alfa,Monaco,7,2021-05-23,1979-10-17,1,0,0,0,0,14,11,0.0,0.0,16.0,0.0,Finished,41.6,0,0.0,0,0
1056,25057,817,1,2021,5,Monaco Grand Prix,Australian,monaco,ricciardo,mclaren,Monaco,7,2021-05-23,1989-07-01,1,0,0,0,0,12,12,0.0,24.0,8.0,0.0,Finished,31.9,0,24.0,0,0
1056,25058,4,214,2021,5,Monaco Grand Prix,Spanish,monaco,alonso,alpine,Monaco,7,2021-05-23,1981-07-29,1,0,0,0,0,17,13,0.0,5.0,13.0,0.0,Finished,39.8,0,5.0,0,0
1056,25059,847,3,2021,5,Monaco Grand Prix,British,monaco,russell,williams,Monaco,7,2021-05-23,1998-02-15,1,0,0,0,0,15,14,0.0,0.0,17.0,0.0,Finished,23.3,0,0.0,0,0
1056,25060,849,3,2021,5,Monaco Grand Prix,Canadian,monaco,latifi,williams,Monaco,7,2021-05-23,1995-06-29,1,0,0,0,0,18,15,0.0,0.0,18.0,0.0,Finished,25.9,0,0.0,0,0
1056,25061,852,213,2021,5,Monaco Grand Prix,Japanese,monaco,tsunoda,alphatauri,Monaco,7,2021-05-23,2000-05-11,1,0,0,0,0,16,16,0.0,2.0,14.0,0.0,Finished,21.0,0,2.0,0,0
1056,25062,853,210,2021,5,Monaco Grand Prix,Russian,monaco,mazepin,haas,Monaco,7,2021-05-23,1999-03-02,1,0,0,0,0,19,17,0.0,0.0,20.0,0.0,Finished,22.2,0,0.0,0,0
1056,25063,854,210,2021,5,Monaco Grand Prix,German,monaco,mick_schumacher,haas,Monaco,7,2021-05-23,1999-03-22,1,0,0,0,0,20,18,0.0,0.0,19.0,0.0,Finished,22.2,0,0.0,0,0
1056,25064,822,131,2021,5,Monaco Grand Prix,Finnish,monaco,bottas,mercedes,Monaco,7,2021-05-23,1989-08-28,1,0,0,0,0,3,0,0.0,47.0,4.0,0.0,Wheel nut,31.7,0,47.0,0,0
1056,25065,844,6,2021,5,Monaco Grand Prix,Monegasque,monaco,leclerc,ferrari,Monaco,7,2021-05-23,1997-10-16,1,0,0,0,0,1,0,0.0,40.0,6.0,0.0,Driveshaft,23.6,1,40.0,0,0
1057,25066,815,9,2021,6,Azerbaijan Grand Prix,Mexican,baku,perez,red_bull,Azerbaijan,-7,2021-06-06,1990-01-26,1,0,0,0,0,6,1,25.0,69.0,3.0,1.0,Finished,31.4,0,44.0,1,0
1057,25067,20,117,2021,6,Azerbaijan Grand Prix,German,baku,vettel,aston_martin,Azerbaijan,-7,2021-06-06,1987-07-03,1,0,0,0,0,11,2,18.0,28.0,9.0,0.0,Finished,33.9,0,10.0,0,0
1057,25068,842,213,2021,6,Azerbaijan Grand Prix,French,baku,gasly,alphatauri,Azerbaijan,-7,2021-06-06,1996-02-07,1,0,0,0,0,4,3,15.0,31.0,8.0,0.0,Finished,25.3,0,16.0,0,0
1057,25069,844,6,2021,6,Azerbaijan Grand Prix,Monegasque,baku,leclerc,ferrari,Azerbaijan,-7,2021-06-06,1997-10-16,1,0,0,0,0,1,4,12.0,52.0,5.0,0.0,Finished,23.6,0,40.0,0,0
1057,25070,846,1,2021,6,Azerbaijan Grand Prix,British,baku,norris,mclaren,Azerbaijan,-7,2021-06-06,1999-11-13,1,0,0,0,0,9,5,10.0,66.0,4.0,0.0,Finished,21.6,0,56.0,0,0
1057,25071,4,214,2021,6,Azerbaijan Grand Prix,Spanish,baku,alonso,alpine,Azerbaijan,-7,2021-06-06,1981-07-29,1,0,0,0,0,8,6,8.0,13.0,11.0,0.0,Finished,39.9,0,5.0,0,0
1057,25072,852,213,2021,6,Azerbaijan Grand Prix,Japanese,baku,tsunoda,alphatauri,Azerbaijan,-7,2021-06-06,2000-05-11,1,0,0,0,0,7,7,6.0,8.0,14.0,0.0,Finished,21.1,0,2.0,0,0
1057,25073,832,6,2021,6,Azerbaijan Grand Prix,Spanish,baku,sainz,ferrari,Azerbaijan,-7,2021-06-06,1994-09-01,1,0,0,0,0,5,8,4.0,42.0,7.0,0.0,Finished,26.8,0,38.0,0,0
1057,25074,817,1,2021,6,Azerbaijan Grand Prix,Australian,baku,ricciardo,mclaren,Azerbaijan,-7,2021-06-06,1989-07-01,1,0,0,0,0,13,9,2.0,26.0,10.0,0.0,Finished,31.9,0,24.0,0,0
